review,score
This wasn’t my favorite flavor. It definitely had more of that whey chalky protein taste than other flavors.,2.0
For months I was eating this product until I realized that something is not right with this product.  It tastes nothing like protein Snack. Stay away from it unless you love cancer.,1.0
"Good tasting bars, lemon flavor and chocolate mint, very good.",5.0
Good tasting,5.0
"Lemon flavor was good and the amount of protein, calories, and sodium fit well in my diet....but will not buy again.  Almost a chalky or strange texture.",3.0
"I think I've tried all the flavors by this manufacturer, and this one is my favorite. I like the little soy crunchies, and the lemon flavor is just enough, not overwhelming. No protein bar is gonna win awards for texture, but this the least objectionable one I've found so far.",5.0
Eating these lemon protein bars is like eating desert. I think Pure Protein bars are the best out of all other protein bars.,5.0
I’ve purchased many products from this manufacturer. I have found I enjoy the taste and flavor selections the most from this source.,5.0
Im afraid to eat these  as  the box had been  opened  and taped  shut with shipping tape .  Just  got them  going to call Amazon  .  I had ordered  chocolate ones  before  and they were fine .,1.0
These Albanese gummy bears are great quality. They are gluten free and have great flavors,5.0
"Great taste, great chewiness, great price",5.0
Most amazing gummies ever!!,5.0
These are the world's best gummies! I put these in goodie bags. Our birthday guests enjoyed them.,5.0
"Love Albanese.  Just like everything else, prices are getting higher to the point where I don't buy these as much",5.0
My Lady has eaten pounds of gummies from all the major brands. She has anointed these as the finest gummy ever made.,5.0
Cute little packs were perfect for party to give away and they have all kinds of flavors and they are cute and tasty,5.0
"Loved the mini Gummi bears. I got thm for my preschool class, they were a big hit and just the right size.",5.0
"Most of the flavors are unpleasant tasting and taste of soap. I gave two stars because the texture is pleasant, they are softer than Haribo gold bears.  I will not buy them again.",2.0
"These are THE BEST gummy bears I've ever had. They are soft, moist, and chewy, and don't feel like chewing on a dry peices of wood unlike some other brands.The flavor of every single one is so clearly identifiable, and most of them you can tell are real flavors, and don't just taste like artificial synthetic flavors. the green apple actually taste like apple. The mango actually taste like mango. I cannot get enough of these and it's actually becoming a problem.I highly recommend them 10/10.",5.0
"These have the texture of classic old protein bars. A bit chewy and dense. If you are turned off by that then these might not be for you. However, they have less fat and sugar than almost all other protein bars. You get 20 grams of protein for just 180 calories. That is something most other bars can't match. I also really like this flavor and the chocolate chunks within it.",5.0
"The freshness is very good, but for the price, I really expected something really good. These are probably some of the worst tasting bars I've ever had and way too expensive. Wish I could return them and get my money back",2.0
"Always trying to find different ways to get my protein in, so I thought I'd give the Quest cookies a taste. They had a nasty aftertaste and left me drinking milk, water and brushing my tongue all day trying to cleanse my mouth.",2.0
To me it takes like a cardboard. But husband says it's ok... lots of fiber😆,2.0
Yum. We’re sold on there high protein-low junk meal substitutes.,5.0
"I'm not sure why, but when I ate one of these, I felt sick to my stomach afterwards.",2.0
Ton of protein and fiber. Very Filling. Keep them wrapped or they do dry out a little.,5.0
Love these Quest bars.  I was looking for a low carb sweet snack and these are just perfect.  Oatmeal chocolate chip is my favorite!,5.0
Great taste,5.0
Great flavor,4.0
A healthy snack but doesn’t taste very good.  I will not buy again.,2.0
"My favorite flavor, wish it came in Pro 20 g",5.0
Weren't as good as I had hoped.,4.0
I have tasted few other protein bars brands that tastes awful. This is my favorite brand and flavor.  Its more like a delicious treat.,5.0
Somewhat healthy snacking,5.0
Muy buenas,5.0
Sweet enough to satisfy my sweet cravings. Love the berry flavor!,5.0
Weird aftertaste but they're ok.,3.0
Can't get enough of these!!!!,5.0
Buy it now; so delicious!,5.0
Very fresh,5.0
It is what it is. Frito bags in a box.,5.0
"Tasty. Thought I ordered one bag, but I ordered 1 box! It worked out well and the kids liked them for snack time.",4.0
Last time all four cans dented.  Took a chance. Love this dip.,4.0
Gooooood eatingAs advertisedLive the little individual packagesThis way the whole bag doesn’t go stale if not eaten in timeRecommend,5.0
I’m a fat kid these are Fritos how can you go wrong,5.0
So me and one of my daughters love the twists the barbecue ones. We buy these for snack time at school.,5.0
Nice small portions while the rest stay fresh until you're ready for them.,5.0
Excellent fast ship and items as described.,5.0
Box showed up beat up badly and 5 of the bags inside were burst open.  Not worth it to me to send back but be aware.,3.0
"If you have bad teeth, these are not for you. Luckily, my teeth are fine and these are great bars!",5.0
Love these. Great consistency and value,5.0
These bars are great for a quick on the run snack. Also great for a chocolate fix. If you like granola and chocolate then these are perfect. Great flavor and very satisfying. Low on WW points.,5.0
"Yes I’m a grown man and I still enjoy a granola bar for an afternoon snack. These things are delicious. Moist and chewy with lots of flavor. Probably too much sugar in them but they say fiber one so they must be healthy, right?! Price was same as big box store but they drop it right in my mailbox so what else can you ask for?",5.0
Rather have this since I can no longer chew real fiber and MD does not recommend pills.,5.0
It taste good but it makes me fart the whole night; my air purifier almost die. lolIs it happen to anyone else??,3.0
These are seriously so good! I eat them as desert!,5.0
Bars were very hard to chew on. Took a look at the expiring date and it was a few weeks away. Which explains it. Unacceptable! Trying to offload expiring items to paying customers with no warning.,1.0
"Needed higher protein bars, not fiber. These were not bad though",3.0
More like a candy bar. Not very effective.,4.0
I love mints. I love the taste of a good mint even more when it doesn't leave a bad after taste in my mouth. These small Altoid mints deliver a pack of fresh peppermint and not aftertaste. They keep it clean.  The small tin is great and I have reused them for several things. LOVE them !,5.0
"Small but strong mints in a small, flat, travel-friendly container.",5.0
"Though small, these squares delight the mouth.  I'm talking sugarless Wintergreen. It amazes me that a brand like Riccola, which I love, puts out an inedible sugarless product.  I gave the family pack away after I had sampled one which I almost instantly spit into the waste basket. Not so with the dependable Altoids.  Due to their small size and pretty metal can, I hand them out to friends.  Now, that's fun.",5.0
Love these!,5.0
Great product,5.0
Yum,5.0
I TRIED IT LOVES IT!!!,5.0
Was passed out in goody bags for a Bachelorette trip.,5.0
